"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Special Category"
"270","AOL3vYXvR8PxW5lm6Sq5Gg","Hooters","381 Mandalay Ave","Clearwater","FL","33767",27.9779033661,-82.8272705078,2.5,178,1,"Food, Beer, Wine & Spirits, American (Traditional), Chicken Wings, Sports Bars, Seafood, Burgers, Nightlife, Restaurants, Bars",0,"Open","Seafood"
"271","frBjqsNS16OvNL8b-DBGKw","J & K Seafood Shack","11055 Seminole Blvd","Largo","FL","33778",27.8734294,-82.7867655,4,41,1,"Restaurants, Seafood",0,"Open","Seafood"
"272","ozYCV1L1ACTIZuds0eyQLw","Paradise Restaurant","443 Main St","Safety Harbor","FL","34695",27.9909669,-82.6920068,3.5,105,1,"American (Traditional), American (New), Italian, Chinese, Breakfast & Brunch, Seafood, Diners, Restaurants, Greek",0,"Open","Seafood"
"273","JdhfX093Zm1GP_HUyhz4hA","SandBar & Grill","10056 Gandy Blvd N","St Petersburg","FL","33702",27.8640907174,-82.6372182369,3.5,36,0,"American (Traditional), American (New), Sports Bars, Bars, Nightlife, Restaurants, Seafood",0,"Close","Seafood"
"274","dMkvmMmZU5i94_vYN-zKJg","FuKu Japanese Cafe","530 Cleveland St","Clearwater","FL","33755",27.9657912221,-82.7989758924,3.5,29,0,"Desserts, Sushi Bars, Restaurants, Seafood, Ramen, Japanese, Food",0,"Close","Seafood"
"275","mHGgBAJn696kBwZx0VXc8g","Salem's Fresh Eats","2302 E Fletcher Ave","Tampa","FL","33612",28.0696576,-82.4320675,3,53,1,"Restaurants, Middle Eastern, Diners, Seafood, Chicken Wings, Sandwiches, Fast Food, Mediterranean, Greek, Salad",0,"Open","Seafood"
"276","r9K46WZQ_hCi8vyyHV_tFw","The Brass Monkey","709 Gulf Way, Ste 1","St. Pete Beach","FL","33706",27.6878048,-82.7376643,3.5,383,1,"Caribbean, American (Traditional), American (New), Seafood, Restaurants",0,"Open","Seafood"
"277","GVWcwqUD-ekCMQ0x2Ke6Ww","Ocean Prime","2205 N Westshore Blvd","Tampa","FL","33607",27.9611296,-82.523091,4.5,781,1,"Steakhouses, Seafood, Restaurants, Desserts, American (New), Food",0,"Open","Seafood"
"278","mYMPepp0QIZRk_52pWzeoA","Seasons 52","204 N Westshore Blvd","Tampa","FL","33609",27.9463699545,-82.5248121533,4,701,1,"American (Traditional), Gluten-Free, Steakhouses, Wine Bars, Breakfast & Brunch, Nightlife, Vegetarian, Bars, Restaurants, Seafood, American (New)",0,"Open","Seafood"
"279","xOZS_ratBxU67tCU875D7A","T N Crab Shack","2120 E Sligh Ave","Tampa","FL","33610",28.0107277,-82.4354329,4,75,1,"Restaurants, Seafood",0,"Open","Seafood"
"280","qFVYd-IZ0dXIuMB4CeeGeg","Frenchy's Original Cafe","41 Baymont St","Clearwater Beach","FL","33767",27.98204,-82.826436,4,367,1,"Seafood, Restaurants",0,"Open","Seafood"
"281","DpDdhCvjjmjUJxPleSbDhg","Lucky Lobster","941 Huntley Ave","Dunedin","FL","34698",28.014582,-82.7889974,4,491,1,"American (Traditional), Seafood, Restaurants, Burgers, Pizza",0,"Open","Seafood"
"282","ckWyIRxlaQDvyNR6pqdZ_Q","Mr. and Mrs. Crab","1251 E Fowler Ave, Unit D3","Tampa","FL","33612",28.0534962,-82.4457666,4,74,1,"Restaurants, Seafood",0,"Open","Seafood"
"283","SQmg_3x5JkjMl-16tjqjUg","Hong Kong House","1120 E Fowler Ave","Tampa","FL","33612",28.0550609,-82.4472421,3.5,171,0,"Seafood, Restaurants, Asian Fusion, Cantonese, Specialty Food, Dim Sum, Food, Chinese",0,"Close","Seafood"
"284","OwKBaA0rb5LlQ8jOfdPbMA","Kings Fried Chicken","2216 34th St S","Saint Petersburg","FL","33711",27.7477252,-82.6790039,3.5,58,1,"Restaurants, Chicken Shop, American (Traditional), Fast Food, Seafood",0,"Open","Seafood"
"285","n8lxMCKQc2XjSy1n6tGQGg","Vie's At Shipwatch","11900 Shipwatch Dr","Largo","FL","33774",27.8812995,-82.8453198,4,17,0,"American (Traditional), Seafood, Nightlife, Bars, Beer Bar, Restaurants, Comfort Food",0,"Close","Seafood"
"286","6gpLX1k5RGsU2rLQpgn2KA","Mad Beach Fish House","13205 Gulf Blvd, Ste 3","Madeira Beach","FL","33708",27.788352,-82.7856989,3.5,325,1,"Nightlife, Restaurants, Seafood, Bars, Food, Sandwiches, Breakfast & Brunch, American (Traditional)",0,"Open","Seafood"
"287","ehIIwzSGdtf7Yj1uldhujA","Silas Steak House","5501 Gulf Blvd","St Pete Beach","FL","33706",27.7300666,-82.7426307,3,158,0,"Salad, Restaurants, Steakhouses, Nightlife, Bars, Seafood",0,"Close","Seafood"
"288","lqyYsXBAO6cVGR0cPCeydg","Frenchy's Saltwater Cafe","419 Poinsettia Ave","Clearwater Beach","FL","33767",27.978968,-82.826326,4,845,1,"Seafood, Nightlife, American (New), Restaurants, Wraps, Mexican, Tacos, Bars, Sandwiches",0,"Open","Seafood"
"289","QPB8DUE_jAhgx1atM7sKBg","Mitchell's Fish Market","204 Westshore Plz","Tampa","FL","33609",27.9459674,-82.5264034,3.5,474,0,"Nightlife, Seafood, Restaurants, American (Traditional), Bars",0,"Close","Seafood"
"290","l0u-XY_XWELaq2PrBIQF-A","Alto Mare Fish Bar","300 Beach Dr NE, Ste 124","Saint Petersburg","FL","33701",27.7755012,-82.6328533,4.5,129,1,"Restaurants, Seafood",0,"Open","Seafood"
"291","CgiwCrXs3Ggu9eKFPIgjtA","Conch Republic Grill","16699 Gulf Blvd","North Redington Bch","FL","33708",27.8158617895,-82.8206042306,4,1175,1,"Seafood, Restaurants, Sandwiches, Chicken Wings",0,"Open","Seafood"
"292","J_RXc0Rg6JawwhbqYg_Kdw","Caddy's Indian Shores","20025 Gulf Blvd","Indian Shores","FL","33785",27.8671656,-82.8484755,3.5,276,1,"Music Venues, Pubs, Nightlife, Restaurants, Salad, Arts & Entertainment, Breakfast & Brunch, Bars, Seafood",0,"Open","Seafood"
"293","Sm5vf0m1EA4n7sMakmWTsg","Ocean Breeze Grill","14601 Gulf Blvd","Madeira Beach","FL","33708",27.7984247,-82.7975945,3,65,0,"Delis, Seafood, Breakfast & Brunch, Fast Food, Restaurants, American (Traditional), Sandwiches",0,"Close","Seafood"
"294","tzAVcGlQrCXSLdj7lZq3zg","¡CUATRO","5300 W Lutz Lake Fern Rd","Lutz","FL","33558",28.154217,-82.529269,3.5,26,1,"Bars, Wedding Planning, Nightlife, Lounges, Seafood, American (New), Restaurants, Event Planning & Services",0,"Open","Seafood"
"295","oIbbBMWgYVgH9gpVVqbOGw","Lakeview Grill","1510 Lakeview Rd","Clearwater","FL","33756",27.9501165,-82.774471,4,66,1,"Wine Bars, Event Planning & Services, Caterers, Mexican, Nightlife, Seafood, Soup, Sandwiches, Restaurants, Bars",0,"Open","Seafood"
"296","eWjhGqkJhHnJDuGmN2e7vA","Salem's Fresh Eats","4004 E Hillsborough Ave","Tampa","FL","33610",27.9965000153,-82.413406,3.5,28,1,"Seafood, Fast Food, Restaurants, Mediterranean, Chicken Wings, Salad, Greek, American (Traditional), Middle Eastern, Diners, Sandwiches",0,"Open","Seafood"
"297","F-x9x9Z_spslBhdrfNQ4ZQ","Poke Havana","25 Causeway Blvd","Clearwater Beach","FL","33767",27.9768,-82.826412,4.5,33,0,"Seafood, Sandwiches, Hawaiian, Restaurants, Poke, Cuban, Food",0,"Close","Seafood"
"298","zbRelp0idrLenPVQKoJfVQ","Red Lobster","10500 E Ulmerton Rd","Largo","FL","33771",27.894097,-82.782614,2.5,77,1,"Restaurants, American (Traditional), Seafood",0,"Open","Seafood"
"299","z04btlhvr9rmQ00k1yVMog","China Taste","13887 W Hillsborough Ave","Tampa","FL","33635",28.0350061,-82.6459071,4,34,1,"Restaurants, Seafood, Chinese",0,"Open","Seafood"
"300","mK4gpsdN7qqb2MMUYbQb7A","The Bait House Tackle & Tavern","45 Causeway Blvd","Clearwater Beach","FL","33767",27.9769729,-82.8245183,4.5,651,1,"Seafood, Restaurants, Beer Bar, Bars, Mexican, Nightlife",0,"Open","Seafood"
"301","1gCKY-dGAFKvZVTkKmjNXg","Pete's Place South Tampa","4145 Henderson Blvd","Tampa","FL","33629",27.9274002,-82.5137002,4,55,1,"Karaoke, American (Traditional), Nightlife, Bars, Seafood, Dive Bars, Restaurants",0,"Open","Seafood"
"302","ZsQWhZaKUdRWeKErkLh76A","Popeyes Louisiana Kitchen","11706 Tampa Gateway Blvd","Seffner","FL","33584",28.0099832803,-82.3001819822,2.5,9,1,"Seafood, Restaurants, Cajun/Creole, Fast Food, Chicken Wings, American (Traditional)",1,"Open","Seafood"
"303","phgFJhlHjw6T39j5b5cFcw","Lobster Pot Bistro","478 Mandalay Ave","Clearwater Beach","FL","33767",27.9814541,-82.8272086,2.5,48,0,"Seafood, Music Venues, Arts & Entertainment, Restaurants, Bistros, Steakhouses, Nightlife",0,"Close","Seafood"
"304","UiN0rLzx39wVq9XpEOo26A","The Salty Crab Bar & Grill - North Beach","462 Mandalay Ave","Clearwater Beach","FL","33767",27.9807339,-82.8273506,4.5,154,1,"Restaurants, Pizza, Breakfast & Brunch, Seafood",0,"Open","Seafood"
"305","TIoOs_emkTIjyTq7Lt_uHw","Maximo Marina Seafood Shack","4801 37th St S","Saint Petersburg","FL","33711",27.7246002578,-82.6822218326,4.5,88,0,"Restaurants, Food, Seafood, Specialty Food, Seafood Markets",0,"Close","Seafood"
"306","VJf43klnGMmKFSzYJ19vEg","4th Street Shrimp Store","1006 4th St N","Saint Petersburg","FL","33701",27.7821024,-82.6388697,4,312,1,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",0,"Open","Seafood"
"307","xeifuq1qZF93ETmY0Z2Zeg","Castillo's Cafe & Catering Company","1714 N Armenia Ave","Tampa","FL","33607",27.9576763,-82.4852475,4.5,24,0,"Restaurants, Italian, Seafood, Spanish, Cuban",0,"Close","Seafood"
"308","cwztA-VjDqv4c5GmuqepOA","Splash An Ocean Grill","3973 Van Dyke Rd","Lutz","FL","33558",28.1293079771,-82.5050096843,3.5,23,0,"Seafood, Restaurants",0,"Close","Seafood"
"309","rNXPdkf5NfBgP8CBK16Okg","PJ's Oyster Bar","7490 Gulf Blvd","St. Pete Beach","FL","33706",27.7420973,-82.7516397,3.5,252,1,"Seafood, American (New), Nightlife, Bars, Restaurants",0,"Open","Seafood"
"310","_6A-vMw12vryDpFRy5vhuQ","Redlands Grill by J. Alexander's","913 Dale Mabry Hwy","Tampa","FL","33609",27.9519547257,-82.5040393541,4,390,1,"Restaurants, Steakhouses, Seafood, American (New)",0,"Open","Seafood"
"311","9-aL4zNKdTqsftecE5juEQ","D&E Donuts","1453 S Belcher Rd","Clearwater","FL","33764",27.943626,-82.7453974,4.5,36,1,"Food, Donuts, Seafood, Breakfast & Brunch, Restaurants",0,"Open","Seafood"
"312","_WXisiele6N-scYh2m8Gmw","Carrabba's Italian Grill","11435 N Dale Mabry Hwy","Tampa","FL","33618",28.052576,-82.503485,3.5,91,1,"Nightlife, Bars, Seafood, Italian, Restaurants",0,"Open","Seafood"
"313","yzlnxBGlHphac8QtzbIE6g","Cooters Restaurant & Bar","423 Poinsettia Ave","Clearwater Beach","FL","33767",27.979194,-82.826166,3.5,647,1,"American (Traditional), American (New), Sports Bars, Restaurants, Burgers, Chicken Wings, Sandwiches, Seafood, Local Flavor, Bars, Nightlife",0,"Open","Seafood"
"314","to-u3PDcy7Ghs2hNVpjcvA","BoardWalk Vibes","","Tampa","FL","33607",27.9589738,-82.509217,4.5,7,0,"Food, Seafood, Restaurants, Food Trucks",0,"Close","Seafood"
"315","5e93fSjm9AntMiwtN7dQ_g","The River's Edge Bar and Grill","6226 Ohio Ave","Gibsonton","FL","33534",27.8567845,-82.3809326,4,88,1,"Lounges, Restaurants, Seafood, American (Traditional), Bars, Nightlife",0,"Open","Seafood"
"316","kQDsmkRsLIiEEY2douOZWg","Fresco's Waterfront Bistro","300 2nd Ave NE","Saint Petersburg","FL","33701",27.7732269651,-82.6314324449,3.5,653,1,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",0,"Open","Seafood"
"317","1ZDFYvYjBqmz4z8u_CKDNg","Harold Seltzers Steakhouse","2930 Gulf To Bay Blvd","Clearwater","FL","33759",27.9610325,-82.7160438,3.5,61,1,"Desserts, Seafood, Food, Steakhouses, Restaurants",0,"Open","Seafood"
"318","q8TxxjZ6ZkaHtjetuaZXwA","Pal Joey's","1791 S Highland Ave","Clearwater","FL","33756",27.9316386,-82.7744672,3.5,43,1,"Pizza, Seafood, Salad, Restaurants, Italian",0,"Open","Seafood"
"319","tEHgpkQT50Z-M0XafS8YoQ","Water Oak Grill","201 Main St, Ste 100","Safety Harbor","FL","34695",27.9910616169,-82.6892545313,4,117,1,"Steakhouses, Restaurants, Seafood, American (New)",0,"Open","Seafood"
"320","AlH5V97JSAu7AL_xdibMIg","Bahama Breeze","3045 N Rocky Pt Dr E","Tampa","FL","33607",27.9697761464,-82.5627375239,3.5,1099,1,"Restaurants, Latin American, Laotian, Caribbean, Nightlife, American (Traditional), Seafood, Bars",0,"Open","Seafood"
"321","WJ7Su84c72jtPmUCS_hhcA","Beach Fire Beach Bar & Grille","608 Mandalay Ave","Clearwater Beach","FL","33767",27.9859833,-82.8268034,3,118,1,"Barbeque, Restaurants, American (Traditional), Seafood",0,"Open","Seafood"
"322","s2FmB9YjpULaowp1rKDtvw","Hogan's Beach","7700 W Courtney Campbell Cswy","Tampa","FL","33607",27.9671334,-82.5704004,2.5,284,0,"Restaurants, American (New), Beaches, Seafood, Active Life",0,"Close","Seafood"
"323","nlVLzktT0RfgSw-ZL4qPRA","Walt'z Fish Shak","224 Boardwalk Pl","Madeira Beach","FL","33708",27.785864091,-82.7812635899,4,340,1,"Restaurants, Seafood, Sandwiches, Cajun/Creole",0,"Open","Seafood"
"324","F5oGOci3RjGWHPOXp_l5qw","Pelican Point Seafood","933 Dodecanese Blvd","Tarpon Springs","FL","34689",28.1549435,-82.7643995,4.5,23,1,"Food, Seafood, Specialty Food, Restaurants, Seafood Markets",0,"Open","Seafood"
"325","vKTTtmv9-xoM9IecE68DpA","Grillsmith - Carrollwood","14303 N Dale Mabry Hwy","Tampa","FL","33618",28.0771773916,-82.5061121117,4,350,1,"Restaurants, American (New), Seafood, Bars, Steakhouses, American (Traditional), Food, Nightlife, Breakfast & Brunch",0,"Open","Seafood"
"326","B2Rk_FNhgFF-XOwesQw7FA","Pinchers","28330 Paseo Dr, Ste 185","Wesley Chapel","FL","33543",28.188191,-82.347353,3.5,265,1,"Mexican, Restaurants, American (Traditional), Seafood, Tacos",0,"Open","Seafood"
"327","FAqFtRj94IHvqe9XAPpRew","Aqua","7627 W Courtney Campbell Cswy","Tampa","FL","33607",27.968135,-82.565418,3.5,210,1,"Lounges, Steakhouses, Seafood, Bars, Live/Raw Food, American (New), Nightlife, Restaurants, Sushi Bars",0,"Open","Seafood"
"328","u1uWs6f1NN_jMVIN-r-E-w","Carrabba's Italian Grill","3530 Tyrone Blvd","Saint Petersburg","FL","33710",27.803938,-82.746303,3.5,122,1,"Restaurants, Seafood, Italian",0,"Open","Seafood"
"329","q0DsrrM2Cn63PsgUUlMnEw","Coastal Cantina & Grill","519 2nd St S","Safety Harbor","FL","34695",27.9901622,-82.6927027,4,54,1,"Restaurants, Caribbean, American (Traditional), Burgers, Latin American, Seafood",0,"Open","Seafood"
"330","KU7XnbHB-EBOCbyXH0VVuQ","Dockside Dave's","14701 Gulf Blvd","Madeira Beach","FL","33708",27.7986854,-82.7979667,4,644,1,"Restaurants, Seafood",0,"Open","Seafood"
"331","1neYhI1xjbf6KZX6-HS1fw","Niko's Greek Grill","105 E Shell Point Rd","Ruskin","FL","33570",27.7203934,-82.4322167,4,26,0,"Greek, Restaurants, Mediterranean, Seafood",0,"Close","Seafood"
"332","-Mo06YDZmfDbPHfZ8auGPA","Señor Tequila Mexican Grill-  Wesley Chapel","1640 Bruce B Downs Blvd","Wesley Chapel","FL","33543",28.18198,-82.3529,3,42,1,"Restaurants, Seafood, Nightlife, Mexican, Bars",0,"Open","Seafood"
"333","DpGIRY7BgaJM12sMPzJErw","Yummi Crab","2950 Gulf To Bay Blvd","Clearwater","FL","33759",27.9612315,-82.7146919,4,28,0,"Food, Cocktail Bars, Cajun/Creole, Nightlife, Bars, Live/Raw Food, Restaurants, Seafood, Desserts",0,"Close","Seafood"
"334","hVi4_rFTj0fsbfxa4X4OAA","Costa's Restaurant","521 Athens St","Tarpon Springs","FL","34689",28.1545547,-82.7604815,3.5,189,1,"Restaurants, Mediterranean, Greek, Seafood",0,"Open","Seafood"
"335","IMRmWvquQBKsnE280Ra4wA","Long John Silver's","13917 W Hillsborough Ave","Tampa","FL","33635",28.0336731,-82.646985,3,13,1,"Seafood, Fast Food, Restaurants",0,"Open","Seafood"
"336","chZ3916Kd4BzSIF5f1pXBw","Morgan Mae’s Oyster House","606 N Pinellas Ave","Tarpon Springs","FL","34689",28.152279,-82.756595,4,70,1,"American (Traditional), Salad, Seafood, Restaurants",0,"Open","Seafood"
"337","YlOsfQ6V1F_irTBdVi8ybg","Maryland Fried Chicken","315 N Alexander St","Plant City","FL","33563",28.0166956,-82.1387445,4,101,1,"Restaurants, Seafood, Chicken Wings, Chicken Shop",0,"Open","Seafood"
"338","89HhrS0QIIZfLM9Qn3c0mA","Red Lobster","6151 34th St N","Saint Petersburg","FL","33714",27.82785,-82.67927,2.5,73,1,"Restaurants, American (Traditional), Seafood",0,"Open","Seafood"
"339","BxFWkJsm5A0lz7C_BFDm4Q","Council Oak Steaks & Seafood","5223 Orient Rd","Tampa","FL","33610",27.9916829,-82.3723871,4,322,1,"Restaurants, Burgers, Steakhouses, Seafood",0,"Open","Seafood"
"340","VTJaTUZ91_OEASP9RFMK0A","Harold Seltzer's Steakhouse","9409 US Hwy 19, Ste 493","Port Richey","FL","34668",28.294644,-82.711403,3.5,176,1,"Steakhouses, Seafood, American (Traditional), Restaurants",0,"Open","Seafood"
"341","mVjKb4-y9VPWp38CBim4sg","Aki Sushi","3970 Tampa Rd","Oldsmar","FL","34677",28.0364465,-82.6594418,4,156,1,"Asian Fusion, Restaurants, Food, Sushi Bars, Seafood",0,"Open","Seafood"
"342","x-u3I8BseQF5hyOpd_tTSw","Skipper's Smokehouse","910 Skipper Rd","Tampa","FL","33613",28.0809733,-82.4505856,3.5,324,1,"Nightlife, Food, Smokehouse, Bars, Seafood, American (Traditional), Restaurants, Music Venues, Arts & Entertainment",0,"Open","Seafood"
"343","xNlsbL213aWRrPRqwD2uWA","Ugies Smokin' Good Seafood","34726 US Hwy 19 N","Palm Harbor","FL","34683",28.089266,-82.740484,4,17,0,"Seafood, Restaurants",0,"Close","Seafood"
"344","hs7ADvEl57RKs1fnG9WmNQ","Countryside Cafe","28050 US Highway 19 N, Ste 104","Clearwater","FL","33761",28.0271578,-82.7388444,4,15,0,"Restaurants, Seafood, Event Planning & Services, Cafes, Caterers",0,"Close","Seafood"
"345","m79_C1oZzyGhopd5eft8kg","Anchor and Brine","505 Water St","Tampa","FL","33602",27.941133,-82.45425,3.5,88,1,"Cocktail Bars, Restaurants, Nightlife, American (New), Bars, Seafood",0,"Open","Seafood"
"346","tJRqP1scsqrDatoAoD_DTQ","Candor Grille","10150 Highland Manor Dr, Ste 110","Tampa","FL","33610",27.9840264,-82.3326492,5,27,1,"Delis, Cafes, Breakfast & Brunch, Seafood, Restaurants, American (New), American (Traditional)",0,"Open","Seafood"
"347","8FRpZwJgsNhvn3r26cTXXQ","Tequila's Mexican Grill & Cantina","422 Cleveland St","Clearwater","FL","33755",27.9657903,-82.8003274,3.5,228,1,"Mexican, Restaurants, Nightlife, Tex-Mex, Seafood, Bars",0,"Open","Seafood"
"348","3IkKR7kZE-yCkOyPshobiQ","The Mullet Shack","","Apollo Beach","FL","33572",27.792411,-82.383997,5,11,0,"Food Trucks, Street Vendors, Food, Seafood, Restaurants, Fish & Chips",0,"Close","Seafood"
"349","yYqyKlC3owqfya81hw_dWw","Madeleina Cottage Restaurant","357 Corey Ave","St. Pete Beach","FL","33706",27.7423977138,-82.7497858023,4,20,0,"Burgers, Restaurants, Seafood, American (New), American (Traditional)",0,"Close","Seafood"
"350","O9I8HKV45a9PbjujKSa_YA","The Cove","3192 Shoal Line Blvd","Hernando Beach","FL","34607",28.478063,-82.6500049,4,157,0,"Seafood, Event Planning & Services, Caterers, Steakhouses, Restaurants",0,"Close","Seafood"
"351","vaYy-IWyfh1ILji0l2TpzQ","Café Waterside","505 Water Street","Tampa","FL","33602",27.940718,-82.4545425,3.5,79,1,"American (Traditional), Restaurants, Seafood",0,"Open","Seafood"
"352","kK8Qx7LEwRcsTaz3d2HQ2Q","Shrimp Boat","716 W Lumsden Rd","Brandon","FL","33511",27.8939679705,-82.268605807,4,65,0,"Seafood, Restaurants",0,"Close","Seafood"
"353","QM-PT8u_miuQ9bjNNs8V-Q","Maritana","3400 Gulf Blvd","St. Pete Beach","FL","33706",27.7092613,-82.7375379,4.5,181,1,"Lounges, Nightlife, Restaurants, Beauty & Spas, Seafood, Mediterranean, Day Spas, American (New), Hot Pot, Tapas/Small Plates, Bars",0,"Open","Seafood"
"354","mtpbu6J2Jg7RkmTSEEXtFQ","Miller's Ale House","2108 E Fowler Ave","Tampa","FL","33612",28.0550788,-82.4375313652,4,173,1,"Seafood, Sports Bars, Bars, Restaurants, Nightlife, American (Traditional), American (New)",0,"Open","Seafood"
"355","NHUEUVm5VfkbBwGrXOtitw","Brian's Place","3430 Shoal Line Blvd","Hernando Beach","FL","34607",28.4814958,-82.6499267,4,229,1,"Spanish, Steakhouses, Italian, Restaurants, Seafood",0,"Open","Seafood"
"356","NmefSG6_8TVMC_0aJTfaRA","Gyros & Seafood Express","2010 Town Center Blvd","Brandon","FL","33511",27.926146,-82.3167902,3.5,23,0,"Seafood, Restaurants",0,"Close","Seafood"
"357","DbKj1ZbIGTLUjprdDk4-3A","QT Crawfish Restaurant","4418 Park Blvd","Pinellas Park","FL","33781",27.8391147405,-82.6945216209,3.5,171,0,"Sandwiches, Cajun/Creole, Restaurants, Seafood",0,"Close","Seafood"
"358","7Cecref3HqLLpVLhMB1oTQ","Thai Mama","8130 W Waters Ave, Ste 100","Tampa","FL","33615",28.025343,-82.5713426,4.5,141,1,"Restaurants, Food Trucks, Coffee & Tea, Vegan, Caterers, Event Planning & Services, Salad, Thai, Food, Seafood",0,"Open","Seafood"
"359","7U7RauxQC439NNwLHodZ6A","Whiskey Joe's Bar & Grill - Port Richey","7835 Bayview St","Port Richey","FL","34668",28.2712783094,-82.7257485671,3.5,355,1,"Tiki Bars, Armenian, Restaurants, Burgers, American (New), Arts & Entertainment, Seafood, Event Planning & Services, Cocktail Bars, Music Venues, Bars, Nightlife, Venues & Event Spaces",0,"Open","Seafood"
"360","3Y2T7lPYmmCMiYzT4a4Xqg","China Dragon","9840 Little Rd","New Port Richey","FL","34654",28.29809,-82.670653,3,17,1,"Chinese, Soup, Seafood, Restaurants",0,"Open","Seafood"
"361","c7we_ipZEEQqeUoRbIoWAg","Anclote Brew","735 Dodecanese Blvd, Unit 50","Tarpon Springs","FL","34689",28.1553001536,-82.760732621,4.5,65,1,"Nightlife, Restaurants, Bars, Food, Seafood, Beer, Wine & Spirits, Sandwiches, Gastropubs, American (Traditional), Beer Bar",0,"Open","Seafood"
"362","u30rQySpS3t9FHWaWaX4ng","Off the Hook Beach Bistro","14601 Gulf Blvd","Madeira Beach","FL","33708",27.7984114,-82.7976124,4.5,36,0,"Seafood, American (New), Restaurants, Burgers",0,"Close","Seafood"
"363","7h0GEzhYlE6djSel23xleA","Simply Good","5553 S 78th St","Tampa","FL","33619",27.8984698,-82.3699882,4.5,31,0,"Restaurants, Coffee & Tea, Seafood, Food, Southern, Soul Food, Barbeque",0,"Close","Seafood"
"364","nsPBfVQnmNRuYmiyJiP9Lg","China 1","4645 Sunray Dr","Holiday","FL","34690",28.1990781,-82.7384384,3.5,54,1,"Restaurants, Seafood, Chinese, Soup",0,"Open","Seafood"
"365","GMezqeTkp3_nOfcDiEKQeg","The Colonnade Restaurant","3401 Bayshore Bvld","Tampa","FL","33629",27.9123133,-82.4916655,3,147,0,"Seafood, American (New), Restaurants",0,"Close","Seafood"
"366","SdZ9ldwNbAOCf_DeUMN4Ng","Monserrate Restaurant Bar & Grill","2311 W Hillsborough Ave","Tampa","FL","33603",27.9962313,-82.4826369,4,69,1,"Latin American, Nightlife, Restaurants, Cafes, American (Traditional), Colombian, Mexican, Puerto Rican, Seafood, Caribbean, Spanish",0,"Open","Seafood"
"367","t2v96kU6zLgpjlHgPAgIRA","Blackwater Grille","9610 Gulf Blvd","Treasure Island","FL","33706",27.756297,-82.762415,3,13,0,"Steakhouses, Seafood, Restaurants, American (Traditional)",0,"Close","Seafood"
"368","Ld_ZpvrZZXocQaGDbF4sFQ","Mandalay Grill","395 Mandalay Ave","Clearwater","FL","33767",27.9784215,-82.8273124,3,46,0,"Restaurants, Seafood",0,"Close","Seafood"
"369","eGcP3k_boTpEvkdD-fHazg","Leverock's Great Seafood","840 Pasadena Ave S","Saint Petersburg","FL","33707",27.7616007,-82.7347563,4,219,1,"Restaurants, Seafood, Sandwiches, Burgers",0,"Open","Seafood"
"370","JFmCwapBOvxLebW2qqlwPA","Gator's Dockside - Spring Hill","4329 Commercial Way","Spring Hill","FL","34606",28.4934532364,-82.5977623862,3.5,119,1,"Bars, Chicken Wings, Sports Bars, Nightlife, Restaurants, Seafood, Burgers, American (Traditional), Gluten-Free",0,"Open","Seafood"
"371","8AtDydWc7oVdBZRnL-91zA","Galley Pizza & Pub","1757 Main St","Dunedin","FL","34698",28.0193858,-82.7579563,3,5,0,"Sandwiches, Italian, Pizza, Food, Restaurants, Seafood",0,"Close","Seafood"
"372","ebzd6lX3jh_XicNT0bCVuw","Blake's Crab Cakes","7224 Central Ave","Saint Petersburg","FL","33707",27.770544,-82.7387706,4.5,105,0,"Fast Food, Restaurants, American (Traditional), Sandwiches, Salad, Seafood, Chicken Wings, Food, Specialty Food",0,"Close","Seafood"
"373","YVvm1Q3ir5TET0f66FOX_g","La Terrazza Ristorante Italiano","1727 E 7th Ave","Tampa","FL","33605",27.960278,-82.4395096,4.5,210,1,"Restaurants, Italian, Seafood",0,"Open","Seafood"
"374","HaSCfbMg9CKMlrBV0sZjoA","Tasty Cajun","1000 W Waters Ave, Unit 6","Tampa","FL","33604",28.0250005364,-82.4690791919,4.5,92,1,"Restaurants, Seafood, Cajun/Creole",0,"Open","Seafood"
"375","1Vl6Rg52SvXYqEcc-I0I2g","The Fish Bol","4699 Park Blvd N","Pinellas Park","FL","33781",27.8397953,-82.6978023,4.5,88,0,"Sushi Bars, Restaurants, Japanese, Asian Fusion, Nightlife, Seafood, Bars, Noodles",0,"Close","Seafood"
"376","OVbuOxR3zXExZCKLXewaVg","O Cocina","4110 Henderson Blvd","Tampa","FL","33629",27.9273597,-82.5125375,4,145,0,"Wine Bars, Beer, Wine & Spirits, Cocktail Bars, Bars, Food, Seafood, Nightlife, Mexican, Restaurants",0,"Close","Seafood"
"377","3yyTNQtkDYOP3vsCdoFm6A","Christo's Family Restaurant","3136 Little Rd","Trinity","FL","34655",28.204568,-82.663973,4,140,1,"Seafood, Restaurants, Breakfast & Brunch, American (Traditional)",0,"Open","Seafood"
"378","7Q03IjjqNVuMATwDB6SBgA","The Rez Grill - Seminole Hard Rock Tampa","5223 N Orient Rd","Tampa","FL","33610",27.992828,-82.372179,4,84,1,"Restaurants, American (New), Cocktail Bars, Wine Bars, Seafood, Bars, Nightlife",0,"Open","Seafood"
